timestamp,group,lag,retry_rate,recovery_rate,dlq_rate,throughput
1780381726.212086,grupo-reintentos,-1,0,0,0,0
1780381736.214101,grupo-consumidores,-1,0,0,0,0
1780381736.214101,grupo-reintentos,-1,0,0,0,0
1780381746.2155294,grupo-consumidores,-1,0,0,0,0
1780381746.2155294,grupo-reintentos,-1,0,0,0,0
1780381756.2185311,grupo-consumidores,-1,0,0,0,0
1780381756.2185311,grupo-reintentos,-1,0,0,0,0
1780381766.219485,grupo-consumidores,-1,0,0,0,0
1780381766.219485,grupo-reintentos,-1,0,0,0,0
1780381776.2210698,grupo-consumidores,-1,0,0,0,0
1780381776.2210698,grupo-reintentos,-1,0,0,0,0
1780381786.2229836,grupo-consumidores,-1,0,0,0,0
1780381786.2229836,grupo-reintentos,-1,0,0,0,0
1780381796.2248497,grupo-consumidores,-1,0,0,0,0
1780381796.2248497,grupo-reintentos,-1,0,0,0,0
1780381806.2267125,grupo-consumidores,-1,0,0,0,0
1780381806.2267125,grupo-reintentos,-1,0,0,0,0
1780381816.2285414,grupo-consumidores,-1,0,0,0,0
1780381816.2285414,grupo-reintentos,-1,0,0,0,0
1780381826.2298155,grupo-consumidores,-1,0,0,0,0
1780381826.2298155,grupo-reintentos,-1,0,0,0,0
1780381836.231717,grupo-consumidores,-1,0,0,0,0
1780381836.231717,grupo-reintentos,-1,0,0,0,0
1780381846.23335,grupo-consumidores,-1,0,0,0,0
1780381846.23335,grupo-reintentos,-1,0,0,0,0
1780381856.235372,grupo-consumidores,-1,0,0,0,0
1780381856.235372,grupo-reintentos,-1,0,0,0,0
1780381866.237246,grupo-consumidores,-1,0,0,0,0
1780381866.237246,grupo-reintentos,-1,0,0,0,0
1780381876.2381146,grupo-consumidores,-1,0,0,0,0
1780381876.2381146,grupo-reintentos,-1,0,0,0,0
1780381886.2399693,grupo-consumidores,-1,0,0,0,0
1780381886.2399693,grupo-reintentos,-1,0,0,0,0
